CARID,Name,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description
WW002063930,ONeill Terrace WwTW,UKGBNI1NB060608246,Creggan River,294458,317041,294458 317041,Discharge Point Coordinates
WW002063934,ORahilly Park WwTW,Undefined,Undefined,298536,319907,298536 319907,Coordinates of Asset (Discharge Point Unavailable)
WW002064119,Orritor Craigs ST,UKGBNI1NB030308230,Ballinderry River (Cookstown),277668,380180,277668 380180,Coordinates of Asset (Discharge Point Unavailable)
WW002064112,Orritor Road 182 WwTW,UKGBNI1NB030304062,Gortin Water,278842,378452,278842 378452,Discharge Point Coordinates
WW002064113,Orritor WwTW,UKGBNI1NB030304062,Gortin Water,277781,379648,277781 379648,Discharge Point Coordinates
WW002063387,Owenbeg WwTW,UKGBNI1NW020202023,Owenbeg River,267343,409566,267343 409566,Discharge Point Coordinates
WW002063429,Park WwTW,UKGBNI1NW020204033,River Faughan (Park),259135,402283,259135 402283,Discharge Point Coordinates
WW002063945,Parsonage Road 110-120 ST,GBNI8NE036,Strangford,361185,363211,361185 363211,Discharge Point Coordinates
WW002064371,Pharis Road 15 ST,UKGBNI1NE040404051,Bush River (Stranocum),304042,426312,304042 426312,Discharge Point Coordinates
WW002063749,Plumbridge WwTW,UKGBNI1NW010104040,Glenelly River,248041,391123,248041 391123,Discharge Point Coordinates
WW002064354,Point Road 29-33 ST,Undefined,Undefined,295720,387322,295720 387322,Coordinates of Asset (Discharge Point Unavailable)
WW002064121,Pomeroy Road 47-49 ST,Undefined,Undefined,277848,376381,277848 376381,Coordinates of Asset (Discharge Point Unavailable)
WW002063375,Pomeroy Road 114-120 WwTW,UKGBNI1NB030304181,Tullyaran Tributary,274839,367318,274839 367318,Discharge Point Coordinates
WW002064455,Pomeroy WwTW,UKGBNI1NB030308232,Coolmaghery Tributary,269348,372006,269348 372006,Discharge Point Coordinates
WW002064051,Portadown Road Tandragee ST,Undefined,Undefined,302429,347731,302429 347731,Coordinates of Asset (Discharge Point Unavailable)
WW002063567,Portaferry Road 96-100 ST,GBNI8NE035,Strangford,351259,371879,351259 371879,Discharge Point Coordinates
WW002837452,Portaferry WwTW,GBNI8NE031,Strangford,359782,351396,359782 351396,Discharge Point Coordinates
WW002064285,Portglenone WwTW,UKGBNI1NB030301149,Lower River Bann (Kilrea),297220,404208,297220 404208,Discharge Point Coordinates
WW002063890,Poyntzpass WwTW,UKGBNI1NB060604048,Newry Canal,306188,339203,306188 339203,Discharge Point Coordinates
WW002064366,Priestland Road 51-53 ST,UKGBNI1NE040404042,Bush River (Bushmills),292644,439191,292644 439191,Discharge Point Coordinates
WW002064516,Priestland WwTW,UKGBNI1NE040404042,Bush River (Bushmills),292219,438432,292219 438432,Coordinates of Asset (Discharge Point Unavailable)
WW002064275,Procklis WwTW,UKGBNI1NB030302150,River Main (Randalstown),306261,395633,306261 395633,Discharge Point Coordinates
WW002063830,Quarter Road 15-19 ST,GBNI8NE030,Strangford,363186,358737,363186 358737,Discharge Point Coordinates
WW002064263,Racavan WwTW,UKGBNI1NB030308212,Braid River (Broughshane),319909,406239,319909 406239,Discharge Point Coordinates
WW002064272,Railway View Three ST,Undefined,Undefined,307731,404409,307731 404409,Coordinates of Asset (Discharge Point Unavailable)
WW002064287,Rasharkin WwTW,UKGBNI1NB030301149,Lower River Bann (Kilrea),294989,411470,294989 411470,Discharge Point Coordinates
WW002063872,Rathfriland Drumlough WwTW,UKGBNI1NB060601021,Clanrye River,319096,332769,319096 332769,Discharge Point Coordinates
WW003282450,Rathlin Island WwTW,UKGBNI6NE020,Rathlin Island,314538,450549,314538 450549,Discharge Point Coordinates
WW002064148,Ravara Road 9-19 ST,UKGBNI1NE050504057,Blackwater (Ards) River,342540,363399,342540 363399,Discharge Point Coordinates
WW002064038,Ravernet WwTW,UKGBNI1NE050503047,Ravernet River (Sprucefield),326638,361261,326638 361261,Discharge Point Coordinates
WW002876211,Reaskmore Road ST,UKGBNI1NB030308217,Oona Water (Eglish),275177,359037,275177 359037,Discharge Point Coordinates
WW002063487,Redford WwTW,UKGBNI1NB030307036,River Rhone (Dungannon),283025,358623,283025 358623,Discharge Point Coordinates
WW002063534,Rehaghy Road 64-66 ST,UKGBNI1NB030307042,Crilly Feeder,271610,353280,271610 353280,Discharge Point Coordinates
WW002063452,Richhill WwTW,UKGBNI1NB030308224,Tall River (Rich Hill),294781,349339,294781 349339,Discharge Point Coordinates
WW002064232,Rickamore Road 36-38 ST,UKGBNI1NB030305122,Six mile Water (Antrim),323870,383978,323870 383978,Discharge Point Coordinates
WW002064136,Ringneill Road 1-5 ST,GBNI8NE053,Strangford,350181,365812,350181 365812,Discharge Point Coordinates
WW002064137,Ringneill WwTW,GBNI8NE053,Strangford,350183,365807,350183 365807,Discharge Point Coordinates
WW002064005,Ringsend Road ST,Undefined,Undefined,310287,345116,310287 345116,Coordinates of Asset (Discharge Point Unavailable)
WW002064541,Ringsend WwTW,UKGBNI1NB030301213,Aghadowey River,279873,422026,279873 422026,Discharge Point Coordinates
WW002064356,Ritchies Villas WwTW,UKGBNI1NB030308243,Lough Neagh Peripherals,290885,388169,290885 388169,Discharge Point Coordinates
WW002063541,Robinsonstown WwTW,UKGBNI1NB030308238,Derrycaw Stream,293549,360700,293549 360700,Discharge Point Coordinates
WW002064002,Rock Cottages ST,Undefined,Undefined,308672,349184,308672 349184,Coordinates of Asset (Discharge Point Unavailable)
WW002064325,Rocktown WwTW,UKGBNI1NB030301169,Lower River Bann (Toome),292149,397936,292149 397936,Discharge Point Coordinates
WW002064006,Rosevale Road ST,Undefined,Undefined,309534,345068,309534 345068,Coordinates of Asset (Discharge Point Unavailable)
WW002064391,Rosnashane WwTW,UKGBNI1NB030301166,Culmore River,295449,416982,295449 416982,Discharge Point Coordinates
WW002063721,Rosscor ST,Undefined,Undefined,198444,357813,198444 357813,Coordinates of Asset (Discharge Point Unavailable)
WW002063655,Rosslea WwTW,UKGBNI1NW363604084,Finn River (Rosslea),253938,332246,253938 332246,Discharge Point Coordinates
WW002064225,Roughfort WwTW,UKGBNI1NB030305206,Ballymartin Water,327300,384501,327300 384501,Discharge Point Coordinates
WW002063746,Rousky WwTW,Undefined,Undefined,255173,385450,255173 385450,Coordinates of Asset (Discharge Point Unavailable)
WW002064158,Saintfield WwTW,UKGBNI1NE050505124,Glasswater River,341287,359333,341287 359333,Discharge Point Coordinates
WW002063882,Saval More Cottages RBC,Undefined,Undefined,312210,331052,312210 331052,Coordinates of Asset (Discharge Point Unavailable)
WW002063808,Scotstown Road 7-9 ST,Undefined,Undefined,230128,393622,230128 393622,Coordinates of Asset (Discharge Point Unavailable)
WW002063718,Scribbagh WwTW,UKGBNI1NW353504076,County River (Lattone),198138,346708,198138 346708,Discharge Point Coordinates
WW002064408,Seacon WwTW,Undefined,Undefined,291729,427872,291729 427872,Coordinates of Asset (Discharge Point Unavailable)
WW002063445,Seagahan WwTW,UKGBNI1NB030307048,Butter Water,289660,338284,289660 338284,Coordinates of Asset (Discharge Point Unavailable)
WW002063569,Seahill WwTW,UKGBNI6NE090,Belfast Lough Inner,344250,382900,344250 382900,Discharge Point Coordinates
WW002063887,Sentry Box Road ST,Undefined,Undefined,316186,341028,316186 341028,Coordinates of Asset (Discharge Point Unavailable)
WW002063770,Seskinore WwTW,UKGBNI1NW010102008,Eskragh Water (Seskinore),247964,363017,247964 363017,Discharge Point Coordinates
WW002064215,Seven Mile Straight 78-80 ST,Undefined,Undefined,319032,383754,319032 383754,Coordinates of Asset (Discharge Point Unavailable)
WW002064216,Seven Mile Straight 82-84 ST,Undefined,Undefined,319064,383733,319064 383733,Coordinates of Asset (Discharge Point Unavailable)
WW002064217,Seven Mile Straight 86-88 ST,Undefined,Undefined,319091,383708,319091 383708,Coordinates of Asset (Discharge Point Unavailable)
WW002064214,Seven Mile Straight 173-179 ST,Undefined,Undefined,321819,381513,321819 381513,Coordinates of Asset (Discharge Point Unavailable)
WW002064218,Shaneoguestown Road 38-40 ST,Undefined,Undefined,319069,383792,319069 383792,Coordinates of Asset (Discharge Point Unavailable)
WW002064111,Sherrigrim WwTW,UKGBNI1NB030304138,Kingsmill River,281305,371025,281305 371025,Discharge Point Coordinates
WW002063883,Shinn Road ST,Undefined,Undefined,313873,334310,313873 334310,Coordinates of Asset (Discharge Point Unavailable)
WW002064544,Shinny Road 20-22 ST,Undefined,Undefined,280358,423872,280358 423872,Coordinates of Asset (Discharge Point Unavailable)
WW002064352,Shore Road Castle View ST,Undefined,Undefined,294371,383164,294371 383164,Coordinates of Asset (Discharge Point Unavailable)
WW002063840,Silent Valley 1 ST,UKGBNI1NE050505114,Kilkeel River,330656,321442,330656 321442,Discharge Point Coordinates
WW002063841,Silent Valley 2 ST,UKGBNI1NE050505114,Kilkeel River,330549,321124,330549 321124,Discharge Point Coordinates
WW002063842,Silent Valley 3 ST,UKGBNI1NE050505114,Kilkeel River,330419,321737,330419 321737,Discharge Point Coordinates
WW002063843,Silent Valley 4 ST,UKGBNI1NE050505114,Kilkeel River,330862,320719,330862 320719,Discharge Point Coordinates
WW002063844,Silent Valley 5 ST,UKGBNI1NE050505114,Kilkeel River,330875,320508,330875 320508,Discharge Point Coordinates
WW002063921,Silverbridge WwTW,Undefined,Undefined,296518,317866,296518 317866,Coordinates of Asset (Discharge Point Unavailable)
WW002063779,Sion Mills WwTW,UKGBNI1NW010102074,Mourne River,234230,393658,234230 393658,Discharge Point Coordinates
WW002064457,Skernahergney WwTW,UKGBNI1NB030304177,Rock River,274270,374183,274270 374183,Discharge Point Coordinates
WW002064264,Skerry View WwTW,UKGBNI1NB030308212,Braid River (Broughshane),318294,407543,318294 407543,Discharge Point Coordinates
WW002064268,Slaght WwTW,UKGBNI1NB030302160,River Main (Slaght),309543,399055,309543 399055,Discharge Point Coordinates
WW002063975,Soldierstown WwTW,Undefined,Undefined,315212,362950,315212 362950,Coordinates of Asset (Discharge Point Unavailable)
WW002063795,Spamount WwTW,UKGBNI1NW010102095,Derg River (Millbrook),229510,385280,229510 385280,Discharge Point Coordinates
WW003378629,Spelga Dam ST,UKGBNI1NB030308219,Upper River Bann (Spelga),326576,327244,326576 327244,Discharge Point Coordinates
WW002063691,Springfield WwTW,Undefined,Undefined,217283,346373,217283 346373,Coordinates of Asset (Discharge Point Unavailable)
WW002064345,Springhill Road One RBC,UKGBNI1NB030304134,Ballymully River (Ballygonny),286538,381859,286538 381859,Discharge Point Coordinates
WW002064368,Springwell Crescent 1-6 ST,Undefined,Undefined,278709,427493,278709 427493,Coordinates of Asset (Discharge Point Unavailable)
WW002063852,St Annes Terrace WwTW,UKGBNI1NB030308188,Muddock River,325452,333265,325452 333265,Discharge Point Coordinates
WW002063926,St Brigids Villas WwTW,UKGBNI1NB060608235,Cully Water,298379,314914,298379 314914,Discharge Point Coordinates
WW002064043,St James WwTW,UKGBNI1NE050505127,River Lagan (Lisburn),320025,359900,320025 359900,Discharge Point Coordinates
WW002063850,St Johns Terrace Kilcoo WwTW,Undefined,Undefined,325538,333505,325538 333505,Coordinates of Asset (Discharge Point Unavailable)
WW002063851,St Marys Terrace WwTW,Undefined,Undefined,324974,331906,324974 331906,Coordinates of Asset (Discharge Point Unavailable)
WW002063873,St Patricks Villas ST,Undefined,Undefined,316907,332584,316907 332584,Coordinates of Asset (Discharge Point Unavailable)
WW002064298,Staffordstown Road Creggan WwTW,UKGBNI1NB030308243,Lough Neagh Peripherals,306251,387605,306251 387605,Discharge Point Coordinates
WW002063488,Stangmore ST,UKGBNI1NB030307036,River Rhone (Dungannon),282131,360141,282131 360141,Discharge Point Coordinates
WW002064176,Station Road 155-157 ST,UKGBNI1NE050504057,Blackwater (Ards) River,344444,360394,344444 360394,Discharge Point Coordinates
WW002064102,Stewartstown WwTW,UKGBNI1NB030304063,Ballinderry River (Derrygonnigan),286470,377151,286470 377151,Discharge Point Coordinates
WW003399469,Stoneyford ICW 1 WwTW,UKGBNI1NB030308208,Glenavy River,321967,370386,321967 370386,Discharge Point Coordinates
WW003447917,Stoneyford ICW 2 WwTW,UKGBNI1NB030308208,Glenavy River,321957,370387,321957 370387,Discharge Point Coordinates
WW002063783,Strabane WwTW,UKGBNI5NW250030,Upper Foyle,234133,398924,234133 398924,Discharge Point Coordinates
WW002063438,Stradreagh Grandha Park ST,Undefined,Undefined,246910,418936,246910 418936,Coordinates of Asset (Discharge Point Unavailable)
WW002064273,Straid Ballymena WwTW,UKGBNI1NB030302160,River Main (Slaght),307420,398490,307420 398490,Discharge Point Coordinates
WW002064561,Straid Road 12 ST,UKGBNI1NE040403033,Tow River,309428,440421,309428 440421,Discharge Point Coordinates
WW002064490,Straid Road 111 ST,UKGBNI1NE040404035,Moss-side Water,302320,440283,302320 440283,Discharge Point Coordinates
WW002064479,Stranagard ST,Undefined,Undefined,285027,391567,285027 391567,Coordinates of Asset (Discharge Point Unavailable)
WW002063839,Strangford WwTW,UKGBNI6NE170,Strangford Lough South,359300,349230,359300 349230,Discharge Point Coordinates
WW002064380,Stranocum WwTW,UKGBNI1NE040404051,Bush River (Stranocum),300859,430744,300859 430744,Discharge Point Coordinates
WW002064420,Swatragh WwTW,UKGBNI1NB030301069,Knockoneill River,285732,407453,285732 407453,Discharge Point Coordinates
WW002064412,Tamlaght O Crilly WwTW,UKGBNI1NB030308233,Clady River,290883,405940,290883 405940,Discharge Point Coordinates
WW002063703,Tamlaght WwTW,UKGBNI1NW363602038,Tamlaght Tributary,227111,341000,227111 341000,Discharge Point Coordinates
WW004227725,Tamnadeese Road Castledawson WwTW,UKGBNI1NB030303144,Magherafelt Burn,291818,392659,291818 392659,Coordinates of Asset (Discharge Point Unavailable)
WW002063431,Tamnaherin WwTW,UKGBNI1NW020203030,Muff River,251925,416471,251925 416471,Coordinates of Asset (Discharge Point Unavailable)
WW002063526,Tamnamore WwTW,UKGBNI1NB030308243,Lough Neagh Peripherals,288070,360974,288070 360974,Discharge Point Coordinates
WW002064022,Tandragee WwTW,UKGBNI1NB030308218,Cusher River (Tandragee),303814,345744,303814 345744,Discharge Point Coordinates
WW002063544,Tartaraghan WwTW,UKGBNI1NB030308238,Derrycaw Stream,294009,358676,294009 358676,Discharge Point Coordinates
WW002063772,Tattysallagh WwTW,UKGBNI1NW010102018,Ballynahatty (Drumragh) Water,238969,367826,238969 367826,Discharge Point Coordinates
WW002063672,Teemore WwTW,Undefined,Undefined,230179,322383,230179 322383,Coordinates of Asset (Discharge Point Unavailable)
WW002063498,Teeraw WwTW,UKGBNI1NB030308225,Callan River (Derryscollop),285713,346465,285713 346465,Discharge Point Coordinates
WW002063700,Tempo Edenmore WwTW,UKGBNI1NW363602043,Tempo River (Tempo),235071,347511,235071 347511,Discharge Point Coordinates
WW002064157,The Demesne ST,UKGBNI1NE050505124,Glasswater River,340409,359305,340409 359305,Discharge Point Coordinates
WW002064350,The Loup WwTW,UKGBNI1NB030306141,Salterstown River,290749,384036,290749 384036,Discharge Point Coordinates
WW003115866,The Oyster Yard WwTW,UKGBNI1NE050504057,Blackwater (Ards) River,350817,362783,350817 362783,Discharge Point Coordinates
WW002064456,The Rock WwTW,UKGBNI1NB030304177,Rock River,275127,372064,275127 372064,Discharge Point Coordinates
WW002063863,The Skeagh ST,Undefined,Undefined,322998,339937,322998 339937,Coordinates of Asset (Discharge Point Unavailable)
WW002064152,Thorney Glen WwTW,UKGBNI1NE050504057,Blackwater (Ards) River,346612,358497,346612 358497,Discharge Point Coordinates
WW002063564,Three Sisters ST,GBNI8NE029,Strangford,362938,370159,362938 370159,Discharge Point Coordinates
WW002064363,Tiberan Cottages ST,Undefined,Undefined,278800,421320,278800 421320,Coordinates of Asset (Discharge Point Unavailable)
WW002063769,Tirquin WwTW,Undefined,Undefined,250079,374339,250079 374339,Coordinates of Asset (Discharge Point Unavailable)
WW002064486,Toberkeagh WwTW,UKGBNI1NE040404036,Liscolman Feeder,299962,439703,299962 439703,Discharge Point Coordinates
WW002064439,Tobermore Road 144-146 ST,Undefined,Undefined,283954,394803,283954 394803,Coordinates of Asset (Discharge Point Unavailable)
WW002064448,Tobermore WwTW,UKGBNI1NB030303228,Moyola River (Tobermore),284561,397010,284561 397010,Discharge Point Coordinates
WW002064483,Torr Head WwTW,GBNI8NE010,Glens and Rathlin,322874,439951,322874 439951,Discharge Point Coordinates
WW002063608,Trench Road 66-70 ST,Undefined,Undefined,244053,412527,244053 412527,Coordinates of Asset (Discharge Point Unavailable)
WW002063731,Trillick WwTW,UKGBNI1NW363604056,Trillick Tributary,232202,355055,232202 355055,Discharge Point Coordinates
WW002064310,Tromra WwTW,UKGBNI1NE040405120,Glendun River,322612,430709,322612 430709,Discharge Point Coordinates
WW002063554,Tubber Road 10-16 ST,GBNI8NE036,Strangford,360086,363268,360086 363268,Discharge Point Coordinates
WW002064106,Tullaghmore Road 41-43 ST,UKGBNI1NB030308222,Torrent River,283011,368971,283011 368971,Discharge Point Coordinates
WW002063708,Tully Irvinestown WwTW,Undefined,Undefined,220856,354399,220856 354399,Coordinates of Asset (Discharge Point Unavailable)
WW002064320,Tully Road Headworks WwTW,UKGBNI6NE030,North Channel,330534,415667,330534 415667,Coordinates of Asset (Discharge Point Unavailable)
WW002063622,Tullyard Donemana ST,UKGBNI1NW010101070,Burn Dennet River (Milltown),242988,404341,242988 404341,Discharge Point Coordinates
WW002063499,Tullyelmer WwTW,UKGBNI1NB030308225,Callan River (Derryscollop),286510,346480,286510 346480,Discharge Point Coordinates
WW002064276,Tullygrawley WwTW,UKGBNI1NB030302158,River Main (Cullybackey),305967,409217,305967 409217,Discharge Point Coordinates
WW002064160,Tullyhubbert Road 75-81 ST,UKGBNI1NE050504023,Comber Tributary,342029,365285,342029 365285,Discharge Point Coordinates
WW002063518,Tullyleek WwTW,UKGBNI1NB030308222,Torrent River,276185,365423,276185 365423,Discharge Point Coordinates
WW002064290,Tullymore Road 43-45 ST,Undefined,Undefined,315548,409359,315548 409359,Coordinates of Asset (Discharge Point Unavailable)
WW002869774,Tullynakill road WwTW,UKGBNI6NE170,Strangford Lough South,350839,363081,350839 363081,Discharge Point Coordinates
WW002064459,Tullyreavy ST,Undefined,Undefined,275015,374902,275015 374902,Coordinates of Asset (Discharge Point Unavailable)
WW002063527,Tullyroan WwTW,UKGBNI1NB030307129,Tall River (Derrycrew),288941,357004,288941 357004,Discharge Point Coordinates
WW002064467,Tullyveagh Road 2-4 ST,Undefined,Undefined,283598,376374,283598 376374,Coordinates of Asset (Discharge Point Unavailable)
WW002064461,Tulnacross Road 44-46 RBC,Undefined,Undefined,273231,379908,273231 379908,Coordinates of Asset (Discharge Point Unavailable)
WW002063723,Tummery WwTW,UKGBNI1NW363604039,Ballinamallard River (Keenogue),228993,361283,228993 361283,Discharge Point Coordinates
WW002064495,Tureagh WwTW,UKGBNI1NE040404038,Well Water,308984,433812,308984 433812,Discharge Point Coordinates
WW002064493,Turraloskin WwTW,UKGBNI1NE040403033,Tow River,307316,438553,307316 438553,Coordinates of Asset (Discharge Point Unavailable)
WW002063738,Tursallagh WwTW,Undefined,Undefined,261259,368482,261259 368482,Coordinates of Asset (Discharge Point Unavailable)
WW002064211,Upper Ballinderry WwTW,UKGBNI1NB030306193,Ballinderry River (Co. Antrim),316085,366978,316085 366978,Discharge Point Coordinates
WW002063574,Upper Ballygelagh Road 12-18 ST,GBNI8NE031,Strangford,361219,357695,361219 357695,Discharge Point Coordinates
WW002063374,Upper Cranlome Road 7-9 ST,UKGBNI1NB030307175,Ballygawley Water,265697,362553,265697 362553,Discharge Point Coordinates
WW002064170,Upper Malone Road ST,Undefined,Undefined,331414,367984,331414 367984,Coordinates of Asset (Discharge Point Unavailable)
WW002064415,Upperlands WwTW,Undefined,Undefined,288391,404122,288391 404122,Coordinates of Asset (Discharge Point Unavailable)
WW002063781,Victoria Bridge WwTW,UKGBNI1NW010102074,Mourne River,235291,390628,235291 390628,Discharge Point Coordinates
WW002063637,Victoria Road 277-279 ST,Undefined,Undefined,237237,406222,237237 406222,Coordinates of Asset (Discharge Point Unavailable)
WW002063971,Waringsford WwTW,UKGBNI1NE050503098,Eel Burn (Lagan),322869,349065,322869 349065,Discharge Point Coordinates
WW002064015,Waringstown WwTW,UKGBNI1NE050505127,River Lagan (Lisburn),312079,355246,312079 355246,Discharge Point Coordinates
WW002063880,Warrenpoint WwTW,UKGBNI5NB030010,Newry Estuary,312809,319108,312809 319108,Discharge Point Coordinates
WW002064465,Waterfoot Road WwTW,Undefined,Undefined,295702,389365,295702 389365,Coordinates of Asset (Discharge Point Unavailable)
WW002063635,Whin Road 21-23 ST,Undefined,Undefined,239083,404892,239083 404892,Coordinates of Asset (Discharge Point Unavailable)
WW002063562,Whitechurch Road 45-53 ST,GBNI8NE029,Strangford,363037,370289,363037 370289,Discharge Point Coordinates
WW002063859,Whitegate Road ST,Undefined,Undefined,321253,336818,321253 336818,Coordinates of Asset (Discharge Point Unavailable)
WW002064198,Whitehouse WwTW,GBNI8NE002,Belfast Lough,334860,379878,334860 379878,Discharge Point Coordinates
WW002063533,Whitelough Road 29-31 ST,UKGBNI1NB030308201,River Blackwater (Annaghroe),270530,353010,270530 353010,Discharge Point Coordinates
WW002064434,Whitepark Road 56 ST,GBNI8NE059,Glens and Rathlin,309295,442051,309295 442051,Discharge Point Coordinates
WW002064574,Whitepark Road 71 ST,GBNI8NE059,Glens and Rathlin,309164,442403,309164 442403,Discharge Point Coordinates
WW002064571,Whitepark Road 211 ST,UKGBNI1NE040403034,Dunseverick River,298393,443552,298393 443552,Discharge Point Coordinates
WW002063559,Windmill Road 24-32 ST,UKGBNI1NE050504021,Mill Burn (Ards),357524,376253,357524 376253,Discharge Point Coordinates
WW002063575,Windmill Road 71-73 ST,GBNI8NE027,Strangford,357090,377055,357090 377055,Discharge Point Coordinates
WW002063663,Woaghternerry WwTW,Undefined,Undefined,225834,346695,225834 346695,Coordinates of Asset (Discharge Point Unavailable)
WW002063558,Woburn Road 63-69 ST,GBNI8NE028,Strangford,358819,373612,358819 373612,Discharge Point Coordinates
